size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
large,lightgbm,gpn,Nerve_Tibial,510,no,0.57,0.56,0.64,0.6
large,random forest,gpn,Nerve_Tibial,510,no,0.63,0.64,0.63,0.63
large,knn,gpn,Nerve_Tibial,510,no,0.51,0.51,0.49,0.5
large,svm,gpn,Nerve_Tibial,510,no,0.61,0.59,0.75,0.66
small,xgboost,gpn,Nerve_Tibial,1030,no,0.54,0.55,0.62,0.58
small,lightgbm,gpn,Nerve_Tibial,1030,no,0.47,0.5,0.54,0.52
small,random forest,gpn,Nerve_Tibial,1030,no,0.56,0.56,0.7,0.62
small,knn,gpn,Nerve_Tibial,1030,no,0.45,0.48,0.7,0.57
small,svm,gpn,Nerve_Tibial,1030,no,0.52,0.52,1.0,0.68
middle,xgboost,gpn,Nerve_Tibial,1030,no,0.54,0.51,0.5,0.5
middle,lightgbm,gpn,Nerve_Tibial,1030,no,0.6,0.58,0.56,0.57
middle,random forest,gpn,Nerve_Tibial,1030,no,0.57,0.54,0.59,0.56
middle,knn,gpn,Nerve_Tibial,1030,no,0.54,0.5,0.84,0.63
middle,svm,gpn,Nerve_Tibial,1030,no,0.47,0.47,1.0,0.64
large,xgboost,gpn,Nerve_Tibial,1030,no,0.66,0.6,0.68,0.64
large,lightgbm,gpn,Nerve_Tibial,1030,no,0.62,0.57,0.62,0.59
large,random forest,gpn,Nerve_Tibial,1030,no,0.62,0.57,0.6,0.58
large,knn,gpn,Nerve_Tibial,1030,no,0.53,0.47,0.58,0.52
large,svm,gpn,Nerve_Tibial,1030,no,0.65,0.58,0.74,0.65
